Time (Sec);S11;S4;S3;S9;S19;S5;S22;S10;S17;S16;S6;S18;S13;S15;S21;S14;S7;S12;S20;S8;S1;
0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;19160.0;
0.10333333333333333;100.0;99.79760879999999;99.79760879999999;100.0;99.79760879999999;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;150.0;
0.20333333333333334;99.9999;99.79760879999999;99.73161439999998;99.9999;99.73161439999998;99.9999;99.9999;99.9999;99.9999;99.9999;99.73151439999998;99.9999;99.79750879999999;99.9999;99.9999;99.9999;99.79750879999999;99.79750879999999;99.79750879999999;99.9999;150.0;
0.30372799999999994;99.9998;99.79750879999999;99.73151439999998;99.9998;99.66561999999998;99.9998;99.9998;99.9998;99.79740879999999;99.9998;99.73141439999998;99.9998;99.73151439999998;99.9998;99.73141439999998;99.73141439999998;99.66551999999997;99.73151439999998;99.66551999999997;99.73141439999998;150.0;
0.40030666666666676;99.66551999999997;99.79740879999999;99.73141439999998;99.59962559999997;99.66551999999997;99.99969999999999;99.99969999999999;99.73151439999998;99.73141439999998;99.73151439999998;99.73141439999998;99.66551999999997;99.73141439999998;99.73151439999998;99.53353119999996;99.59952559999996;99.66541999999997;99.66551999999997;99.53353119999996;99.59942559999996;150.0;
0.5024560000000001;99.59942559999996;99.79730879999998;99.73141439999998;99.59942559999996;99.66541999999997;99.73121439999997;99.79720879999998;99.66541999999997;99.73131439999997;99.66531999999997;99.73131439999997;99.53343119999995;99.73131439999997;99.59932559999996;99.46743679999994;99.59942559999996;99.66531999999997;99.66541999999997;99.53343119999995;99.59932559999996;150.0;
0.6032893333333336;99.59932559999996;99.79720879999998;99.73131439999997;99.59932559999996;99.66531999999997;99.66521999999996;99.73121439999997;99.66531999999997;99.73121439999997;99.66521999999996;99.73121439999997;99.53333119999995;99.73121439999997;99.53333119999995;99.46733679999994;99.59932559999996;99.66521999999996;99.66531999999997;99.53333119999995;99.59922559999995;150.0;
0.7020173333333339;99.59932559999996;99.79710879999998;99.73121439999997;99.59922559999995;99.66521999999996;99.66511999999996;99.73111439999997;99.66531999999997;99.73111439999997;99.66521999999996;99.73111439999997;99.53333119999995;99.73111439999997;99.53323119999995;99.46723679999994;99.59922559999995;99.66511999999996;99.66521999999996;99.53323119999995;99.59912559999995;150.0;
0.8011840000000007;99.59922559999995;99.79700879999997;99.73111439999997;99.59912559999995;99.66511999999996;99.66501999999996;99.73101439999996;99.66521999999996;99.73101439999996;99.66511999999996;99.73101439999996;99.53323119999995;99.73111439999997;99.53313119999994;99.46713679999993;99.59912559999995;99.66511999999996;99.66511999999996;99.53313119999994;99.59902559999995;150.0;
0.9011840000000007;99.59912559999995;99.79690879999997;99.73101439999996;99.59902559999995;99.66511999999996;99.66491999999995;99.73091439999996;99.66511999999996;99.73091439999996;99.66501999999996;99.73091439999996;99.53313119999994;99.73101439999996;99.53303119999994;99.46703679999993;99.59902559999995;99.66501999999996;99.66501999999996;99.53303119999994;99.59892559999994;150.0;
